id,type,num_vehicles
723399,"['Car', 'Car']",2
723400,"['Car', 'Car', 'Car']",3
723401,"['Heavy_Vehicles', 'Car']",2
723402,['Car'],1
723403,"['Car', 'Car', 'Car']",3
723404,['Car'],1
723405,['Car'],1
723406,['Car'],1
723407,"['Pedalcycle', 'Car']",2
723408,['Motorcycle'],1
723409,"['Motorcycle', 'Car', 'Car']",3
723410,['Car'],1
723411,"['Car', 'Car', 'Car']",3
723412,['Car'],1
723413,"['Motorcycle', 'Car', 'Car']",3
723414,['Car'],1
723415,"['Car', 'Car']",2
723416,"['Car', 'Car']",2
723417,"['Car', 'Car']",2
723418,"['Pedalcycle', 'Car']",2
723419,"['Pedalcycle', 'Car']",2
723420,"['Motorcycle', 'Car']",2
723421,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car']",6
723422,"['Car', 'Car']",2
723423,"['Car', 'Car']",2
723424,"['Motorcycle', 'Car']",2
723425,"['Motorcycle', 'Car']",2
723426,"['Car', 'Car']",2
723427,"['Motorcycle', 'Motorcycle']",2
723428,['Heavy_Vehicles'],1
723429,['Car'],1
723430,"['Car', 'Car']",2
723431,['Car'],1
723432,['Car'],1
723433,"['Car', 'Car']",2
723434,['Car'],1
723435,['Car'],1
723436,"['Car', 'Car', 'Car']",3
723437,['Car'],1
723438,"['Motorcycle', 'Car']",2
723439,"['Car', 'Car']",2
723440,"['Car', 'Car', 'Car', 'Car', 'Car']",5
723441,['Car'],1
723442,"['Car', 'Car']",2
723443,"['Motorcycle', 'Car']",2
723444,"['Car', 'Car']",2
723445,"['Car', 'Car', 'Car', 'Car', 'Car']",5
723446,"['Car', 'Car']",2
723447,"['Motorcycle', 'Car']",2
723448,"['Car', 'Car']",2
723449,['Heavy_Vehicles'],1
723450,['Car'],1
723451,"['Motorcycle', 'Car']",2
723452,"['Motorcycle', 'Car']",2
723453,"['Motorcycle', 'Car']",2
723454,"['Pedalcycle', 'Car']",2
723455,"['Motorcycle', 'Car']",2
723456,"['Motorcycle', 'Car']",2
723457,['Car'],1
723458,"['Car', 'Car']",2
723459,['Car'],1
723460,['Car'],1
723461,"['Car', 'Car']",2
723462,"['Pedalcycle', 'Car']",2
723463,['Motorcycle'],1
723464,"['Car', 'Car', 'Car']",3
723465,"['Car', 'Car']",2
723466,"['Car', 'Car']",2
723467,['Motorcycle'],1
723468,"['Car', 'Car']",2
723469,"['Pedalcycle', 'Car']",2
723470,"['Car', 'Car']",2
723471,"['Car', 'Car']",2
723472,"['Motorcycle', 'Car']",2
723473,['Car'],1
723474,['Car'],1
723475,"['Motorcycle', 'Car']",2
723476,"['Car', 'Car']",2
723477,"['Car', 'Car']",2
723478,"['Pedalcycle', 'Car']",2
723479,"['Car', 'Car']",2
723480,"['Car', 'Car']",2
723481,['Car'],1
723482,"['Pedalcycle', 'Car']",2
723483,['Car'],1
723484,"['Car', 'Car']",2
723485,"['Motorcycle', 'Car']",2
723486,['Motorcycle'],1
723487,['Car'],1
723488,"['Car', 'Car']",2
723489,"['Motorcycle', 'Car']",2
723490,"['Motorcycle', 'Car']",2
723491,"['Car', 'Car', 'Car']",3
723492,"['Motorcycle', 'Other']",2
723493,"['Car', 'Car']",2
723494,"['Pedalcycle', 'Car']",2
723495,['Motorcycle'],1
723496,"['Car', 'Heavy_Vehicles']",2
723497,"['Car', 'Car', 'Heavy_Vehicles']",3
723498,"['Car', 'Heavy_Vehicles']",2
723499,"['Car', 'Other']",2
723500,"['Pedalcycle', 'Car']",2
723501,"['Pedalcycle', 'Car']",2
723502,"['Pedalcycle', 'Car']",2
723503,['Car'],1
723504,['Motorcycle'],1
723505,"['Motorcycle', 'Car']",2
723506,"['Motorcycle', 'Car', 'Car']",3
723507,"['Motorcycle', 'Car']",2
723508,"['Motorcycle', 'Car']",2
723509,"['Motorcycle', 'Car']",2
723510,"['Motorcycle', 'Car']",2
723511,"['Car', 'Car', 'Car']",3
723512,"['Motorcycle', 'Car']",2
723513,"['Car', 'Car']",2
723514,['Car'],1
723515,"['Car', 'Heavy_Vehicles']",2
723516,"['Car', 'Car']",2
723517,"['Car', 'Car']",2
723518,['Pedalcycle'],1
723519,"['Motorcycle', 'Car']",2
723520,"['Pedalcycle', 'Car']",2
723521,['Car'],1
723522,"['Motorcycle', 'Car', 'Car']",3
723523,['Car'],1
723524,"['Pedalcycle', 'Motorcycle']",2
723525,"['Car', 'Car']",2
723526,"['Car', 'Car']",2
723527,['Car'],1
723528,"['Motorcycle', 'Car']",2
723529,['Car'],1
723530,['Heavy_Vehicles'],1
723531,"['Motorcycle', 'Car']",2
723532,"['Motorcycle', 'Car']",2
723533,"['Car', 'Car']",2
723534,['Car'],1
723535,"['Pedalcycle', 'Car']",2
723536,"['Pedalcycle', 'Motorcycle']",2
723537,"['Motorcycle', 'Car']",2
723538,['Car'],1
723539,"['Pedalcycle', 'Car']",2
723540,"['Pedalcycle', 'Car']",2
723541,"['Pedalcycle', 'Car']",2
723542,"['Pedalcycle', 'Pedalcycle', 'Car']",3
723543,['Car'],1
723544,['Car'],1
723545,['Heavy_Vehicles'],1
723546,"['Motorcycle', 'Heavy_Vehicles']",2
723547,"['Motorcycle', 'Car']",2
723548,['Car'],1
723549,"['Car', 'Car']",2
723550,"['Car', 'Car']",2
723551,"['Car', 'Car']",2
723552,"['Pedalcycle', 'Car']",2
723553,"['Pedalcycle', 'Car']",2
723554,"['Car', 'Car']",2
723555,"['Car', 'Car']",2
723556,['Motorcycle'],1
723557,"['Car', 'Car']",2
723558,"['Pedalcycle', 'Car']",2
723559,"['Car', 'Car', 'Car']",3
723560,['Car'],1
723561,"['Car', 'Other']",2
723562,"['Pedalcycle', 'Pedalcycle']",2
723563,"['Car', 'Car']",2
723564,"['Pedalcycle', 'Car']",2
723565,['Car'],1
723566,"['Pedalcycle', 'Car']",2
723567,"['Pedalcycle', 'Car']",2
723568,"['Car', 'Car']",2
723569,"['Car', 'Car']",2
723570,"['Car', 'Car']",2
723571,['Car'],1
723572,['Car'],1
723573,['Other'],1
723574,['Motorcycle'],1
723575,"['Car', 'Heavy_Vehicles']",2
723576,"['Car', 'Car']",2
723577,"['Car', 'Car', 'Car']",3
723578,"['Pedalcycle', 'Car']",2
723579,"['Car', 'Heavy_Vehicles']",2
723580,"['Pedalcycle', 'Car']",2
723581,['Car'],1
723582,"['Car', 'Car']",2
723583,"['Car', 'Heavy_Vehicles']",2
723584,"['Car', 'Car']",2
723585,['Motorcycle'],1
723586,['Car'],1
723587,['Car'],1
723588,"['Car', 'Car']",2
723589,"['Motorcycle', 'Car']",2
723590,"['Pedalcycle', 'Car']",2
723591,"['Car', 'Car']",2
723592,['Heavy_Vehicles'],1
723593,"['Pedalcycle', 'Car']",2
723594,['Other'],1
723595,['Heavy_Vehicles'],1
723596,"['Pedalcycle', 'Car']",2
723597,['Car'],1
723598,"['Motorcycle', 'Car']",2
723599,"['Motorcycle', 'Car']",2
723600,"['Motorcycle', 'Car']",2
723601,"['Car', 'Car']",2
723602,"['Pedalcycle', 'Car']",2
723603,['Car'],1
723604,['Car'],1
723605,['Car'],1
723606,['Car'],1
723607,"['Motorcycle', 'Car']",2
723608,"['Car', 'Other']",2
723609,"['Car', 'Car']",2
723610,['Car'],1
723611,"['Car', 'Car', 'Car']",3
723612,['Car'],1
723613,"['Car', 'Car', 'Car', 'Car']",4
723614,"['Motorcycle', 'Car']",2
723615,['Car'],1
723616,"['Motorcycle', 'Car']",2
723617,"['Motorcycle', 'Car']",2
723618,"['Car', 'Car']",2
723619,"['Motorcycle', 'Car']",2
723620,"['Pedalcycle', 'Car']",2
723621,['Car'],1
723622,"['Pedalcycle', 'Car']",2
723623,"['Car', 'Car']",2
723624,['Car'],1
723625,['Car'],1
723626,['Car'],1
723627,"['Car', 'Car', 'Car', 'Car']",4
723628,"['Car', 'Car']",2
723629,"['Pedalcycle', 'Car']",2
723630,"['Car', 'Car']",2
723631,['Car'],1
723632,"['Pedalcycle', 'Car']",2
723633,"['Car', 'Car']",2
723634,"['Car', 'Car']",2
723635,['Motorcycle'],1
723636,['Car'],1
723637,"['Pedalcycle', 'Car']",2
723638,"['Pedalcycle', 'Motorcycle']",2
723639,['Car'],1
723640,"['Motorcycle', 'Car']",2
723641,"['Car', 'Car', 'Car']",3
723642,"['Motorcycle', 'Car']",2
723643,"['Motorcycle', 'Car']",2
723644,['Heavy_Vehicles'],1
723645,"['Car', 'Heavy_Vehicles']",2
723646,"['Car', 'Car']",2
723647,"['Car', 'Car']",2
723648,"['Car', 'Heavy_Vehicles']",2
723649,['Car'],1
723650,['Car'],1
723651,"['Motorcycle', 'Car']",2
723652,"['Car', 'Car']",2
723653,['Heavy_Vehicles'],1
723654,['Car'],1
723655,"['Motorcycle', 'Car']",2
723656,"['Car', 'Car']",2
723657,['Other'],1
723658,"['Motorcycle', 'Car']",2
723659,['Car'],1
723660,['Motorcycle'],1
723661,"['Motorcycle', 'Car']",2
723662,"['Car', 'Car']",2
723663,"['Car', 'Car']",2
723664,['Car'],1
723665,"['Car', 'Car']",2
723666,"['Pedalcycle', 'Car']",2
723667,"['Motorcycle', 'Car']",2
723668,"['Pedalcycle', 'Car']",2
723669,['Car'],1
723670,"['Car', 'Car']",2
723671,"['Motorcycle', 'Car', 'Car']",3
723672,['Car'],1
723673,['Car'],1
723674,['Car'],1
723675,"['Motorcycle', 'Car']",2
723676,"['Car', 'Car']",2
723677,"['Car', 'Car']",2
723678,['Car'],1
723679,"['Car', 'Car']",2
723680,"['Motorcycle', 'Car']",2
723681,"['Car', 'Heavy_Vehicles']",2
723682,"['Car', 'Car']",2
723683,"['Pedalcycle', 'Car']",2
723684,['Car'],1
723685,"['Motorcycle', 'Car']",2
723686,"['Car', 'Car']",2
723687,"['Pedalcycle', 'Pedalcycle']",2
723688,['Car'],1
723689,"['Car', 'Car', 'Heavy_Vehicles']",3
723690,['Heavy_Vehicles'],1
723691,"['Car', 'Car', 'Car']",3
723692,"['Motorcycle', 'Car']",2
723693,"['Car', 'Heavy_Vehicles']",2
723694,"['Car', 'Heavy_Vehicles']",2
723695,['Car'],1
723696,['Heavy_Vehicles'],1
723697,"['Car', 'Car']",2
723698,['Motorcycle'],1
723699,"['Car', 'Car', 'Car', 'Car', 'Car']",5
723700,"['Pedalcycle', 'Car']",2
723701,"['Car', 'Heavy_Vehicles']",2
723702,"['Motorcycle', 'Car']",2
723703,"['Pedalcycle', 'Motorcycle']",2
723704,['Car'],1
723705,['Pedalcycle'],1
723706,['Car'],1
723707,['Car'],1
723708,"['Pedalcycle', 'Car']",2
723709,"['Car', 'Heavy_Vehicles']",2
723710,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car']",8
723711,"['Pedalcycle', 'Car']",2
723712,['Car'],1
723713,['Car'],1
723714,['Motorcycle'],1
723715,"['Pedalcycle', 'Car']",2
723716,"['Car', 'Car']",2
723717,['Car'],1
723718,"['Car', 'Car']",2
723719,"['Pedalcycle', 'Car']",2
723720,"['Car', 'Car', 'Car']",3
723721,['Heavy_Vehicles'],1
723722,"['Car', 'Car']",2
723723,"['Pedalcycle', 'Car']",2
723724,"['Motorcycle', 'Car']",2
723725,"['Motorcycle', 'Car']",2
723726,['Car'],1
723727,['Car'],1
723728,"['Pedalcycle', 'Car']",2
723729,['Other'],1
723730,"['Pedalcycle', 'Car']",2
723731,"['Car', 'Heavy_Vehicles']",2
723732,"['Pedalcycle', 'Car']",2
723733,"['Car', 'Car']",2
723734,['Car'],1
723735,"['Pedalcycle', 'Car']",2
723736,"['Car', 'Car']",2
723737,"['Car', 'Car']",2
723738,"['Pedalcycle', 'Car']",2
723739,['Heavy_Vehicles'],1
723740,"['Car', 'Car', 'Car']",3
723741,['Car'],1
723742,"['Motorcycle', 'Car', 'Car']",3
723743,"['Car', 'Other']",2
723744,"['Motorcycle', 'Car']",2
723745,"['Car', 'Car', 'Car']",3
723746,['Car'],1
723747,['Car'],1
723748,"['Car', 'Heavy_Vehicles']",2
723749,['Car'],1
723750,"['Car', 'Car']",2
723751,"['Car', 'Car']",2
723752,"['Car', 'Car']",2
723753,"['Car', 'Car']",2
723754,"['Car', 'Car']",2
723755,"['Motorcycle', 'Motorcycle']",2
723756,"['Car', 'Car']",2
723757,"['Motorcycle', 'Car']",2
723758,"['Pedalcycle', 'Car']",2
723759,['Heavy_Vehicles'],1
723760,"['Motorcycle', 'Heavy_Vehicles']",2
723761,"['Car', 'Car']",2
723762,"['Car', 'Heavy_Vehicles']",2
723763,['Car'],1
723764,"['Car', 'Car', 'Car']",3
723765,['Motorcycle'],1
723766,"['Motorcycle', 'Car']",2
723767,"['Car', 'Car', 'Car']",3
723768,"['Motorcycle', 'Car']",2
723769,"['Motorcycle', 'Car']",2
723770,"['Pedalcycle', 'Car']",2
723771,['Car'],1
723772,"['Pedalcycle', 'Car']",2
723773,"['Motorcycle', 'Car']",2
723774,['Car'],1
723775,['Heavy_Vehicles'],1
723776,"['Motorcycle', 'Car']",2
723777,"['Motorcycle', 'Motorcycle']",2
723778,"['Pedalcycle', 'Car']",2
723779,['Car'],1
723780,"['Motorcycle', 'Motorcycle']",2
723781,['Car'],1
723782,"['Motorcycle', 'Car']",2
723783,"['Pedalcycle', 'Car']",2
723784,"['Motorcycle', 'Car']",2
723785,"['Motorcycle', 'Car']",2
723786,"['Motorcycle', 'Car']",2
723787,['Car'],1
723788,"['Pedalcycle', 'Car']",2
723789,"['Car', 'Car']",2
723790,['Car'],1
723791,"['Motorcycle', 'Car']",2
723792,"['Motorcycle', 'Car']",2
723793,['Car'],1
723794,"['Car', 'Car', 'Car']",3
723795,['Heavy_Vehicles'],1
723796,"['Car', 'Car', 'Car']",3
723797,"['Motorcycle', 'Car']",2
723798,"['Pedalcycle', 'Car']",2
723799,"['Pedalcycle', 'Car']",2
723800,"['Car', 'Car']",2
723801,"['Motorcycle', 'Car']",2
723802,['Car'],1
723803,"['Car', 'Car']",2
723804,"['Car', 'Car', 'Car']",3
723805,"['Motorcycle', 'Car']",2
723806,"['Car', 'Car']",2
723807,['Motorcycle'],1
723808,['Car'],1
723809,"['Car', 'Car']",2
723810,"['Car', 'Heavy_Vehicles']",2
723811,['Car'],1
723812,"['Pedalcycle', 'Car']",2
723813,['Car'],1
723814,"['Car', 'Car']",2
723815,"['Pedalcycle', 'Car']",2
723816,['Car'],1
723817,"['Motorcycle', 'Car']",2
723818,['Car'],1
723819,"['Motorcycle', 'Car']",2
723820,"['Car', 'Car']",2
723821,"['Car', 'Car']",2
723822,['Heavy_Vehicles'],1
723823,['Car'],1
723824,['Car'],1
723825,"['Car', 'Car']",2
723826,"['Car', 'Car']",2
723827,"['Car', 'Car']",2
723828,"['Car', 'Car']",2
723829,"['Car', 'Other']",2
723830,"['Pedalcycle', 'Car']",2
723831,"['Car', 'Car', 'Car', 'Car']",4
723832,"['Car', 'Car']",2
723833,"['Motorcycle', 'Car']",2
723834,['Heavy_Vehicles'],1
723835,"['Car', 'Car']",2
723836,"['Motorcycle', 'Car']",2
723837,['Heavy_Vehicles'],1
723838,"['Car', 'Car']",2
723839,['Motorcycle'],1
723840,"['Car', 'Car']",2
723841,"['Car', 'Car']",2
723842,['Car'],1
723843,['Motorcycle'],1
723844,"['Pedalcycle', 'Car']",2
723845,"['Car', 'Car']",2
723846,"['Car', 'Car']",2
723847,"['Car', 'Car']",2
723848,['Car'],1
723849,"['Pedalcycle', 'Car']",2
723850,"['Pedalcycle', 'Car']",2
723851,['Car'],1
723852,"['Car', 'Car']",2
723853,"['Car', 'Car']",2
723854,"['Car', 'Car']",2
723855,"['Pedalcycle', 'Car']",2
723856,['Heavy_Vehicles'],1
723857,"['Motorcycle', 'Car']",2
723858,"['Car', 'Car']",2
723859,"['Motorcycle', 'Car']",2
723860,"['Car', 'Car']",2
723861,['Car'],1
723862,"['Car', 'Car']",2
723863,"['Car', 'Heavy_Vehicles']",2
723864,"['Pedalcycle', 'Car']",2
723865,"['Pedalcycle', 'Car']",2
723866,"['Car', 'Car', 'Car']",3
723867,['Car'],1
723868,"['Car', 'Car']",2
723869,['Car'],1
723870,"['Car', 'Car', 'Car', 'Car', 'Car']",5
723871,"['Car', 'Car']",2
723872,"['Pedalcycle', 'Car']",2
723873,['Car'],1
723874,"['Car', 'Car']",2
723875,"['Car', 'Car']",2
723876,"['Car', 'Car']",2
723877,['Car'],1
723878,"['Motorcycle', 'Car']",2
723879,['Car'],1
723880,"['Car', 'Car', 'Car']",3
723881,"['Car', 'Car']",2
723882,"['Motorcycle', 'Motorcycle']",2
723883,['Car'],1
723884,['Car'],1
723885,"['Car', 'Car']",2
723886,"['Car', 'Heavy_Vehicles']",2
723887,"['Car', 'Car']",2
723888,['Car'],1
723889,['Motorcycle'],1
723890,"['Motorcycle', 'Car']",2
723891,"['Motorcycle', 'Car']",2
723892,"['Car', 'Car']",2
723893,['Car'],1
723894,['Motorcycle'],1
723895,"['Motorcycle', 'Car']",2
723896,"['Car', 'Car']",2
723897,"['Car', 'Car']",2
723898,"['Pedalcycle', 'Car']",2
723899,"['Car', 'Car']",2
723900,"['Car', 'Car']",2
723901,"['Car', 'Car']",2
723902,['Motorcycle'],1
723903,"['Motorcycle', 'Car', 'Car']",3
723904,"['Car', 'Car']",2
723905,"['Car', 'Car']",2
723906,"['Pedalcycle', 'Car']",2
723907,['Motorcycle'],1
723908,"['Motorcycle', 'Car']",2
723909,"['Pedalcycle', 'Car']",2
723910,"['Car', 'Car']",2
723911,['Car'],1
723912,"['Pedalcycle', 'Car']",2
723913,['Car'],1
723914,"['Car', 'Car']",2
723915,"['Motorcycle', 'Car']",2
723916,['Car'],1
723917,"['Car', 'Car']",2
723918,"['Car', 'Car', 'Car']",3
723919,"['Pedalcycle', 'Car']",2
723920,['Car'],1
723921,"['Pedalcycle', 'Car', 'Car']",3
723922,"['Motorcycle', 'Car']",2
723923,"['Pedalcycle', 'Car']",2
723924,"['Motorcycle', 'Car']",2
723925,"['Pedalcycle', 'Car']",2
723926,"['Pedalcycle', 'Car']",2
723927,['Pedalcycle'],1
723928,"['Car', 'Heavy_Vehicles']",2
723929,"['Pedalcycle', 'Car']",2
723930,['Car'],1
723931,['Heavy_Vehicles'],1
723932,"['Pedalcycle', 'Car']",2
723933,"['Pedalcycle', 'Other']",2
723934,['Car'],1
723935,"['Car', 'Car']",2
723936,"['Car', 'Car']",2
723937,"['Motorcycle', 'Car']",2
723938,"['Motorcycle', 'Car']",2
723939,['Car'],1
723940,"['Motorcycle', 'Car', 'Car']",3
723941,"['Car', 'Car', 'Car']",3
723942,"['Motorcycle', 'Car']",2
723943,['Car'],1
723944,['Heavy_Vehicles'],1
723945,"['Motorcycle', 'Car']",2
723946,"['Car', 'Car']",2
723947,"['Pedalcycle', 'Car']",2
723948,['Car'],1
723949,"['Car', 'Car']",2
723950,"['Car', 'Car']",2
723951,"['Pedalcycle', 'Car']",2
723952,"['Car', 'Car', 'Car']",3
723953,"['Pedalcycle', 'Car']",2
723954,"['Motorcycle', 'Car']",2
723955,"['Motorcycle', 'Car']",2
723956,"['Motorcycle', 'Car']",2
723957,['Car'],1
723958,"['Car', 'Car', 'Car']",3
723959,"['Motorcycle', 'Car']",2
723960,"['Car', 'Car']",2
723961,"['Car', 'Car']",2
723962,"['Car', 'Car']",2
723963,"['Car', 'Car']",2
723964,"['Pedalcycle', 'Car']",2
723965,"['Motorcycle', 'Other']",2
723966,"['Pedalcycle', 'Car']",2
723967,"['Car', 'Car']",2
723968,"['Car', 'Car', 'Car']",3
723969,"['Car', 'Car']",2
723970,"['Car', 'Car']",2
723971,"['Car', 'Car']",2
723972,"['Car', 'Car']",2
723973,['Car'],1
723974,['Car'],1
723975,['Car'],1
723976,"['Car', 'Car']",2
723977,"['Pedalcycle', 'Car']",2
723978,"['Motorcycle', 'Car']",2
723979,"['Car', 'Car']",2
723980,['Other'],1
723981,"['Car', 'Heavy_Vehicles', 'Heavy_Vehicles']",3
723982,"['Car', 'Heavy_Vehicles']",2
723983,"['Car', 'Car']",2
723984,"['Car', 'Car', 'Car']",3
723985,"['Car', 'Car']",2
723986,"['Motorcycle', 'Car']",2
723987,"['Pedalcycle', 'Other']",2
723988,"['Car', 'Car']",2
723989,"['Pedalcycle', 'Car']",2
723990,"['Motorcycle', 'Car']",2
723991,"['Pedalcycle', 'Car']",2
723992,"['Motorcycle', 'Car']",2
723993,"['Pedalcycle', 'Car']",2
723994,['Car'],1
723995,"['Car', 'Car']",2
723996,"['Car', 'Car']",2
723997,['Motorcycle'],1
723998,['Motorcycle'],1
723999,"['Car', 'Car']",2
724000,"['Car', 'Car']",2
724001,['Car'],1
724002,['Car'],1
724003,"['Pedalcycle', 'Motorcycle']",2
724004,"['Pedalcycle', 'Car']",2
724005,['Car'],1
724006,"['Car', 'Other']",2
724007,"['Car', 'Car', 'Car']",3
724008,"['Pedalcycle', 'Heavy_Vehicles']",2
724009,"['Motorcycle', 'Car']",2
724010,['Car'],1
724011,"['Motorcycle', 'Car']",2
724012,"['Pedalcycle', 'Car']",2
724013,"['Car', 'Car']",2
724014,['Car'],1
724015,['Pedalcycle'],1
724016,"['Motorcycle', 'Car']",2
724017,['Heavy_Vehicles'],1
724018,['Car'],1
724019,"['Motorcycle', 'Car']",2
724020,"['Car', 'Car', 'Car', 'Car']",4
724021,"['Motorcycle', 'Car']",2
724022,"['Car', 'Car']",2
724023,"['Motorcycle', 'Car']",2
724024,"['Motorcycle', 'Motorcycle']",2
724025,"['Car', 'Car']",2
724026,"['Motorcycle', 'Car']",2
724027,"['Pedalcycle', 'Pedalcycle', 'Car']",3
724028,"['Pedalcycle', 'Car']",2
724029,['Car'],1
724030,"['Car', 'Car']",2
724031,"['Pedalcycle', 'Car']",2
724032,"['Pedalcycle', 'Car']",2
724033,"['Motorcycle', 'Car']",2
724034,"['Car', 'Car']",2
724035,"['Car', 'Heavy_Vehicles']",2
724036,['Car'],1
724037,"['Motorcycle', 'Car', 'Car']",3
724038,"['Pedalcycle', 'Car']",2
724039,['Car'],1
724040,"['Pedalcycle', 'Car']",2
724041,"['Pedalcycle', 'Car']",2
724042,['Car'],1
724043,"['Car', 'Car']",2
724044,['Car'],1
724045,['Heavy_Vehicles'],1
724046,"['Motorcycle', 'Car']",2
724047,"['Motorcycle', 'Car']",2
724048,['Motorcycle'],1
724049,['Car'],1
724050,"['Car', 'Car']",2
724051,"['Car', 'Car']",2
724052,"['Car', 'Car', 'Car']",3
724053,"['Car', 'Car']",2
724054,"['Motorcycle', 'Car']",2
724055,"['Pedalcycle', 'Motorcycle']",2
724056,"['Pedalcycle', 'Car']",2
724057,"['Motorcycle', 'Car']",2
724058,"['Pedalcycle', 'Car']",2
724059,"['Car', 'Car']",2
724060,"['Car', 'Car', 'Car']",3
724061,"['Car', 'Car']",2
724062,['Car'],1
724063,['Car'],1
724064,"['Motorcycle', 'Car', 'Heavy_Vehicles']",3
724065,"['Pedalcycle', 'Other']",2
724066,"['Pedalcycle', 'Car']",2
724067,"['Car', 'Car']",2
724068,"['Car', 'Car', 'Car']",3
724069,"['Car', 'Car']",2
724070,['Car'],1
724071,"['Pedalcycle', 'Pedalcycle']",2
724072,"['Pedalcycle', 'Motorcycle']",2
724073,"['Car', 'Car']",2
724074,"['Car', 'Car', 'Car']",3
724075,"['Motorcycle', 'Car']",2
724076,['Other'],1
724077,['Car'],1
724078,"['Car', 'Heavy_Vehicles']",2
724079,"['Motorcycle', 'Car']",2
724080,"['Car', 'Car']",2
724081,"['Car', 'Car']",2
724082,['Car'],1
724083,"['Pedalcycle', 'Car']",2
724084,"['Car', 'Car']",2
724085,['Heavy_Vehicles'],1
724086,['Other'],1
724087,['Motorcycle'],1
724088,"['Pedalcycle', 'Car']",2
724089,"['Car', 'Car']",2
724090,['Heavy_Vehicles'],1
724091,"['Motorcycle', 'Car']",2
724092,"['Pedalcycle', 'Car']",2
724093,"['Car', 'Car']",2
724094,['Heavy_Vehicles'],1
724095,"['Pedalcycle', 'Car']",2
724096,"['Car', 'Car']",2
724097,['Motorcycle'],1
724098,['Car'],1
724099,['Car'],1
724100,"['Car', 'Heavy_Vehicles']",2
724101,"['Car', 'Car']",2
724102,"['Pedalcycle', 'Car']",2
724103,"['Motorcycle', 'Car', 'Car']",3
724104,['Car'],1
724105,"['Car', 'Car']",2
724106,"['Motorcycle', 'Car']",2
724107,"['Motorcycle', 'Car']",2
724108,['Car'],1
724109,['Motorcycle'],1
724110,"['Car', 'Other', 'Other', 'Other']",4
724111,"['Car', 'Car', 'Car']",3
724112,"['Car', 'Car']",2
724113,"['Car', 'Car']",2
724114,"['Motorcycle', 'Car']",2
724115,"['Car', 'Car']",2
724116,"['Car', 'Car']",2
724117,"['Pedalcycle', 'Car']",2
724118,"['Motorcycle', 'Car']",2
724119,"['Car', 'Car']",2
724120,"['Car', 'Car']",2
724121,['Car'],1
724122,"['Car', 'Car']",2
724123,['Car'],1
724124,"['Pedalcycle', 'Car']",2
724125,"['Pedalcycle', 'Car']",2
724126,"['Pedalcycle', 'Car']",2
724127,['Car'],1
724128,['Motorcycle'],1
724129,['Heavy_Vehicles'],1
724130,['Motorcycle'],1
724131,"['Car', 'Other']",2
724132,"['Motorcycle', 'Car']",2
724133,"['Car', 'Heavy_Vehicles']",2
724134,"['Car', 'Car', 'Car']",3
724135,"['Car', 'Car']",2
724136,"['Pedalcycle', 'Car']",2
724137,"['Motorcycle', 'Car']",2
724138,"['Car', 'Car']",2
724139,"['Car', 'Car']",2
724140,"['Pedalcycle', 'Car']",2
724141,"['Heavy_Vehicles', 'Car']",2
724142,"['Car', 'Other']",2
724143,"['Motorcycle', 'Car']",2
724144,"['Pedalcycle', 'Car']",2
724145,"['Pedalcycle', 'Car']",2
724146,"['Motorcycle', 'Car', 'Car']",3
724147,['Car'],1
724148,"['Motorcycle', 'Car']",2
724149,"['Car', 'Heavy_Vehicles']",2
724150,['Car'],1
724151,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car']",6
724152,"['Car', 'Car', 'Car', 'Car', 'Car']",5
724153,"['Motorcycle', 'Car']",2
724154,['Heavy_Vehicles'],1
724155,"['Car', 'Car']",2
724156,"['Pedalcycle', 'Car']",2
724157,['Car'],1
724158,"['Car', 'Car']",2
724159,"['Car', 'Car']",2
724160,"['Car', 'Car']",2
724161,"['Pedalcycle', 'Car']",2
724162,"['Car', 'Car']",2
724163,"['Pedalcycle', 'Car']",2
724164,['Car'],1
724165,"['Pedalcycle', 'Car']",2
724166,"['Pedalcycle', 'Car']",2
724167,"['Car', 'Other']",2
724168,['Car'],1
724169,"['Car', 'Other']",2
724170,"['Car', 'Car', 'Car', 'Car']",4
724171,"['Car', 'Car']",2
724172,"['Motorcycle', 'Car']",2
724173,"['Motorcycle', 'Car']",2
724174,"['Car', 'Car']",2
724175,"['Motorcycle', 'Car']",2
724176,"['Motorcycle', 'Car']",2
724177,"['Pedalcycle', 'Car']",2
724178,['Pedalcycle'],1
724179,"['Motorcycle', 'Car']",2
724180,"['Motorcycle', 'Car']",2
724181,['Heavy_Vehicles'],1
724182,"['Motorcycle', 'Car']",2
724183,"['Car', 'Car']",2
724184,"['Car', 'Car', 'Car']",3
724185,['Car'],1
724186,"['Pedalcycle', 'Car']",2
724187,"['Car', 'Car']",2
724188,"['Motorcycle', 'Car']",2
724189,"['Car', 'Car']",2
724190,"['Car', 'Car']",2
724191,"['Motorcycle', 'Car']",2
724192,"['Motorcycle', 'Car', 'Car']",3
724193,"['Car', 'Car']",2
724194,"['Car', 'Car']",2
724195,"['Motorcycle', 'Car']",2
724196,"['Car', 'Car']",2
724197,"['Car', 'Car']",2
724198,"['Motorcycle', 'Car']",2
724199,"['Motorcycle', 'Car']",2
724200,['Motorcycle'],1
724201,['Car'],1
